0.0222222;-0.0240616;0.0394973;-0.0875842;-0.97138;-0.0472103;-0.270386;-0.128065;-0.166212;-0.00272476;-0.60218;-0.220708;-0.275204;0.0790378;-0.147766;-0.134021;0.216495;-0.202749;-0.120275;-0.292096;-0.773196;-0.498282;-0.0171821;0.127148;0.628866;-0.56701;-0.793814;0.0996564;0.264605;0.512028;-0.56701;-0.0652921;-0.429553;0.0515464;-0.257732;-0.32646;-0.154639;-0.841924;0.154639;0.292096;0.257732;-0.154639;-0.278351;0.972509;0.525773;0.106529;-0.745704;-0.821306;-0.312715;0.0309278;-0.113402;-0.56701;0.47079;-0.42268;-0.594502;-0.670103;-0.450172;-0.0859106;-0.0859106;-0.292096;0.402062;1;-0.766323;-0.498282;-0.621993;-0.683849;0.75945;0.271478;-0.360825;-1;0.278351;0.120275;0.436426;0.127148;-0.532646;-0.0996564;-0.140893;-0.37457;-0.024055;-0.42268;-0.0859106;-0.189003;0.292096;0.244755;-0.314685;+1;0;+1;0;0

0.0400001;-0.0587104;0.0359065;-0.0298365;-0.683076;0.0386266;-0.0472103;-0.613079;-0.128065;-0.166212;-0.00272476;-0.60218;-0.220708;-0.0859106;0.0790378;-0.147766;-0.134021;0.216495;-0.202749;-0.120275;-0.292096;-0.773196;-0.498282;-0.0171821;0.127148;0.628866;-0.56701;-0.793814;0.0996564;0.264605;0.512028;-0.56701;-0.0652921;-0.429553;0.0515464;-0.257732;-0.32646;-0.154639;-0.841924;0.154639;0.292096;0.257732;-0.154639;-0.278351;0.972509;0.525773;0.106529;-0.745704;-0.821306;-0.312715;0.0309278;-0.113402;-0.56701;0.47079;-0.42268;-0.594502;-0.670103;-0.450172;-0.0859106;-0.0859106;-0.292096;0.402062;1;-0.766323;-0.498282;-0.621993;-0.683849;0.75945;0.271478;-0.360825;-1;0.278351;0.120275;0.436426;0.127148;-0.532646;-0.0996564;-0.140893;-0.37457;-0.024055;-0.42268;-0.0859106;-0.189003;0.314685;0.244755;-1;0;-1;0;0

-0.0684445;-0.0452356;-0.0502693;-0.0317611;-0.748998;-0.266094;0.0386266;-0.3297;-0.613079;-0.128065;-0.166212;-0.00272476;-0.60218;-0.0171821;-0.0859106;0.0790378;-0.147766;-0.134021;0.216495;-0.202749;-0.120275;-0.292096;-0.773196;-0.498282;-0.0171821;0.127148;0.628866;-0.56701;-0.793814;0.0996564;0.264605;0.512028;-0.56701;-0.0652921;-0.429553;0.0515464;-0.257732;-0.32646;-0.154639;-0.841924;0.154639;0.292096;0.257732;-0.154639;-0.278351;0.972509;0.525773;0.106529;-0.745704;-0.821306;-0.312715;0.0309278;-0.113402;-0.56701;0.47079;-0.42268;-0.594502;-0.670103;-0.450172;-0.0859106;-0.0859106;-0.292096;0.402062;1;-0.766323;-0.498282;-0.621993;-0.683849;0.75945;0.271478;-0.360825;-1;0.278351;0.120275;0.436426;0.127148;-0.532646;-0.0996564;-0.140893;-0.37457;-0.024055;-0.42268;-0.0859106;-0.174825;0.314685;-1;0;+1;0;0

-0.144889;-0.147257;-0.157989;-0.102984;-0.737228;-0.188841;-0.266094;-0.220708;-0.3297;-0.613079;-0.128065;-0.166212;-0.00272476;-0.498282;-0.0171821;-0.0859106;0.0790378;-0.147766;-0.134021;0.216495;-0.202749;-0.120275;-0.292096;-0.773196;-0.498282;-0.0171821;0.127148;0.628866;-0.56701;-0.793814;0.0996564;0.264605;0.512028;-0.56701;-0.0652921;-0.429553;0.0515464;-0.257732;-0.32646;-0.154639;-0.841924;0.154639;0.292096;0.257732;-0.154639;-0.278351;0.972509;0.525773;0.106529;-0.745704;-0.821306;-0.312715;0.0309278;-0.113402;-0.56701;0.47079;-0.42268;-0.594502;-0.670103;-0.450172;-0.0859106;-0.0859106;-0.292096;0.402062;1;-0.766323;-0.498282;-0.621993;-0.683849;0.75945;0.271478;-0.360825;-1;0.278351;0.120275;0.436426;0.127148;-0.532646;-0.0996564;-0.140893;-0.37457;-0.024055;-0.42268;-0.06993;-0.174825;-1;0;+1;0;0

-0.184;-0.237728;-0.192101;-0.299326;-0.806054;-0.0987124;-0.188841;-0.607629;-0.220708;-0.3297;-0.613079;-0.128065;-0.166212;0.257732;-0.498282;-0.0171821;-0.0859106;0.0790378;-0.147766;-0.134021;0.216495;-0.202749;-0.120275;-0.292096;-0.773196;-0.498282;-0.0171821;0.127148;0.628866;-0.56701;-0.793814;0.0996564;0.264605;0.512028;-0.56701;-0.0652921;-0.429553;0.0515464;-0.257732;-0.32646;-0.154639;-0.841924;0.154639;0.292096;0.257732;-0.154639;-0.278351;0.972509;0.525773;0.106529;-0.745704;-0.821306;-0.312715;0.0309278;-0.113402;-0.56701;0.47079;-0.42268;-0.594502;-0.670103;-0.450172;-0.0859106;-0.0859106;-0.292096;0.402062;1;-0.766323;-0.498282;-0.621993;-0.683849;0.75945;0.271478;-0.360825;-1;0.278351;0.120275;0.436426;0.127148;-0.532646;-0.0996564;-0.140893;-0.37457;-0.024055;-0.412587;-0.06993;-1;0;+1;0;0

