-0.423205;-0.540255;-0.391164;-0.494305;-0.426867;0.0484472;-0.480745;0.132919;-0.252174;-0.0857143;-0.440994;-0.836025;-0.341615;0.132919;0.0782609;-0.344099;-0.701775;-0.207101;-0.514793;0.266272;+1;0;0;+1;0

-0.38232;-0.48251;-0.229526;-0.462414;-0.0685885;-0.026087;0.0484472;-0.480745;0.132919;-0.252174;-0.0857143;-0.440994;-0.836025;-0.341615;0.132919;0.0782609;-0.375148;-0.701775;-0.207101;-0.514793;+1;0;0;+1;0

-0.303868;-0.377013;-0.206897;-0.405467;-0.0083783;0.0583851;-0.026087;0.0484472;-0.480745;0.132919;-0.252174;-0.0857143;-0.440994;-0.836025;-0.341615;0.132919;0.0272189;-0.375148;-0.701775;-0.207101;-1;0;0;+1;0

-0.480663;-0.41588;-0.294181;-0.321185;-0.538483;-0.515528;0.0583851;-0.026087;0.0484472;-0.480745;0.132919;-0.252174;-0.0857143;-0.440994;-0.836025;-0.341615;0.0792899;0.0272189;-0.375148;-0.701775;+1;0;0;+1;0

-0.293923;-0.401443;-0.261853;-0.463554;-0.607498;0.301863;-0.515528;0.0583851;-0.026087;0.0484472;-0.480745;0.132919;-0.252174;-0.0857143;-0.440994;-0.836025;-0.372781;0.0792899;0.0272189;-0.375148;+1;0;0;+1;0

-0.232044;-0.310383;-0.0732763;-0.307517;-0.56234;0.021118;0.301863;-0.515528;0.0583851;-0.026087;0.0484472;-0.480745;0.132919;-0.252174;-0.0857143;-0.440994;-0.843787;-0.372781;0.0792899;0.0272189;-1;0;0;+1;0

-0.247514;-0.271516;-0.108836;-0.283599;-0.532377;-0.152795;0.021118;0.301863;-0.515528;0.0583851;-0.026087;0.0484472;-0.480745;0.132919;-0.252174;-0.0857143;-0.467456;-0.843787;-0.372781;0.0792899;-1;0;0;+1;0

-0.337017;-0.278179;-0.157328;-0.190205;-0.116728;-0.319255;-0.152795;0.021118;0.301863;-0.515528;0.0583851;-0.026087;0.0484472;-0.480745;0.132919;-0.252174;-0.128994;-0.467456;-0.843787;-0.372781;+1;0;0;+1;0

-0.298343;-0.388118;-0.202586;-0.316629;-0.492332;-0.0310559;-0.319255;-0.152795;0.021118;0.301863;-0.515528;0.0583851;-0.026087;0.0484472;-0.480745;0.132919;-0.287574;-0.128994;-0.467456;-0.843787;-1;0;0;+1;0

-0.464089;-0.488063;-0.256466;-0.446469;0.209032;-0.490683;-0.0310559;-0.319255;-0.152795;0.021118;0.301863;-0.515528;0.0583851;-0.026087;0.0484472;-0.480745;0.0792899;-0.287574;-0.128994;-0.467456;-1;0;0;+1;0

-0.629834;-0.602443;-0.439655;-0.520501;0.462085;-0.490683;-0.490683;-0.0310559;-0.319255;-0.152795;0.021118;0.301863;-0.515528;0.0583851;-0.026087;0.0484472;-0.505325;0.0792899;-0.287574;-0.128994;+1;0;0;+1;0

-0.508288;-0.544698;-0.412716;-0.632118;0.690003;0.15528;-0.490683;-0.490683;-0.0310559;-0.319255;-0.152795;0.021118;0.301863;-0.515528;0.0583851;-0.026087;-0.00118344;-0.505325;0.0792899;-0.287574;+1;0;0;+1;0

-0.480663;-0.549139;-0.326509;-0.492027;-0.642999;-0.0559006;0.15528;-0.490683;-0.490683;-0.0310559;-0.319255;-0.152795;0.021118;0.301863;-0.515528;0.0583851;-0.0721894;-0.00118344;-0.505325;0.0792899;+1;0;0;+1;0

-0.477348;-0.471405;-0.315733;-0.452164;-0.284578;-0.110559;-0.0559006;0.15528;-0.490683;-0.490683;-0.0310559;-0.319255;-0.152795;0.021118;0.301863;-0.515528;0.008284;-0.0721894;-0.00118344;-0.505325;+1;0;0;+1;0

-0.344751;-0.41588;-0.240302;-0.486332;-0.339534;0.180124;-0.110559;-0.0559006;0.15528;-0.490683;-0.490683;-0.0310559;-0.319255;-0.152795;0.021118;0.301863;-0.538462;0.008284;-0.0721894;-0.00118344;+1;0;0;+1;0

-0.298343;-0.41588;-0.260776;-0.439635;-0.396904;-0.0136646;0.180124;-0.110559;-0.0559006;0.15528;-0.490683;-0.490683;-0.0310559;-0.319255;-0.152795;0.021118;0.240237;-0.538462;0.008284;-0.0721894;-1;0;0;-1;0

-0.367956;-0.344809;-0.162715;-0.292711;-0.649389;-0.274534;-0.0136646;0.180124;-0.110559;-0.0559006;0.15528;-0.490683;-0.490683;-0.0310559;-0.319255;-0.152795;-0.027219;0.240237;-0.538462;0.008284;-1;0;0;+1;0

-0.414365;-0.421432;-0.234914;-0.338269;-0.837404;-0.22236;-0.274534;-0.0136646;0.180124;-0.110559;-0.0559006;0.15528;-0.490683;-0.490683;-0.0310559;-0.319255;-0.192899;-0.027219;0.240237;-0.538462;+1;0;0;+1;0

-0.387846;-0.485841;-0.271552;-0.417995;-1;-0.0583851;-0.22236;-0.274534;-0.0136646;0.180124;-0.110559;-0.0559006;0.15528;-0.490683;-0.490683;-0.0310559;-0.351479;-0.192899;-0.027219;0.240237;+1;0;0;+1;0

-0.359116;-0.465852;-0.197198;-0.417995;-0.975291;-0.0534162;-0.0583851;-0.22236;-0.274534;-0.0136646;0.180124;-0.110559;-0.0559006;0.15528;-0.490683;-0.490683;-0.0769231;-0.351479;-0.192899;-0.027219;+1;0;0;+1;0

