-0.488673;-0.447368;-0.415873;-0.360269;-0.585871;-0.320809;-0.00578034;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.143236;-0.061008;0.0769231;0.145889;0.286472;0.122016;-0.591512;0.920424;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;-0.17801;0.280105;-0.439791;-0.0235602;0.361257;0.175393;-0.230366;0.259162;+1;0;0;-1;0

-0.443366;-0.473684;-0.479365;-0.441077;-0.00821074;0.0895954;-0.320809;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.143236;-0.061008;0.0769231;0.145889;0.286472;0.122016;-0.591512;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;-0.17801;0.280105;-0.439791;-0.0235602;0.361257;0.175393;-0.230366;+1;0;0;-1;0

-0.294498;-0.421052;-0.339682;-0.453198;-0.430551;0.320809;0.0895954;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.143236;-0.061008;0.0769231;0.145889;0.286472;0.122016;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;-0.17801;0.280105;-0.439791;-0.0235602;0.361257;0.175393;+1;0;0;-1;0

-0.210356;-0.328947;-0.206349;-0.299663;-0.591858;0.176301;0.320809;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.143236;-0.061008;0.0769231;0.145889;0.286472;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;-0.17801;0.280105;-0.439791;-0.0235602;0.361257;-1;0;0;-1;0

-0.288026;-0.356579;-0.240635;-0.239057;-0.341943;-0.184971;0.176301;0.376658;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.143236;-0.061008;0.0769231;0.145889;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;-0.17801;0.280105;-0.439791;-0.0235602;-1;0;0;-1;0

-0.443366;-0.397368;-0.339682;-0.319865;-0.376497;-0.358382;-0.184971;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.143236;-0.061008;0.0769231;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;-0.17801;0.280105;-0.439791;+1;0;0;-1;0

-0.43301;-0.552631;-0.390476;-0.441077;-0.6844;0.0115607;-0.358382;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.143236;-0.061008;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;-0.17801;0.280105;-1;0;0;-1;0

-0.624595;-0.502631;-0.51746;-0.519192;-0.223572;-0.439306;0.0115607;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.143236;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;-0.17801;+1;0;0;-1;0

-0.562459;-0.657894;-0.669841;-0.62963;-0.445433;0.127168;-0.439306;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.366048;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-0.0078534;+1;0;0;-1;0

-0.533981;-0.644737;-0.522539;-0.575757;-0.273178;0.0520231;0.127168;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.572944;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;0.494764;-1;0;0;-1;0

-0.68932;-0.657894;-0.603809;-0.563636;-0.421485;-0.358382;0.0520231;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.427056;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;-0.0157068;+1;0;0;-1;0

-0.605178;-0.728947;-0.629206;-0.648485;-0.717585;0.176301;-0.358382;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.0212202;0.00265252;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;0.0863874;+1;0;0;-1;0

-0.509385;-0.605263;-0.504762;-0.62963;-0.754362;0.202312;0.176301;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.0212202;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;0.0811518;-1;0;0;-1;0

-0.656958;-0.647368;-0.587302;-0.5367;-0.487342;-0.34104;0.202312;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0769231;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;0.479058;-1;0;0;-1;0

-0.79288;-0.736842;-0.75873;-0.632323;-0.142833;-0.315029;-0.34104;0.267905;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.212202;0.0628272;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;-0.0078534;-1;0;0;-1;0

-0.89644;-0.907895;-0.822222;-0.818182;-0.215874;-0.242775;-0.315029;-0.230769;0.267905;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.164456;-0.222513;0.0628272;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;0.0445026;+1;0;0;-1;0

-0.821359;-0.914473;-0.833651;-0.9367;-0.23623;0.156069;-0.242775;-0.206897;-0.230769;0.267905;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.376658;0.149215;-0.222513;0.0628272;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-0.0078534;+1;0;0;-1;0

-0.508091;-0.644737;-0.75746;-0.847811;-0.343654;0.687861;0.156069;-0.140584;-0.206897;-0.230769;0.267905;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.244032;0.358639;0.149215;-0.222513;0.0628272;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;-0.217277;-1;0;0;-1;0

-0.519741;-0.585526;-0.475555;-0.508417;-0.575778;-0.0375722;0.687861;0.225464;-0.140584;-0.206897;-0.230769;0.267905;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0875332;0.227749;0.358639;0.149215;-0.222513;0.0628272;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;-0.0994764;+1;0;0;-1;0

-0.443366;-0.518421;-0.51746;-0.535353;-0.585871;0.15896;-0.0375722;0.713528;0.225464;-0.140584;-0.206897;-0.230769;0.267905;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.246684;-0.0994764;0.227749;0.358639;0.149215;-0.222513;0.0628272;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;0.141361;+1;0;0;-1;0

-0.288026;-0.421052;-0.377778;-0.494949;-0.648307;0.33526;0.15896;0.0477454;0.713528;0.225464;-0.140584;-0.206897;-0.230769;0.267905;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.0928382;-0.256545;-0.0994764;0.227749;0.358639;0.149215;-0.222513;0.0628272;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-0.026178;+1;0;0;-1;0

-0.158576;-0.276316;-0.297777;-0.326599;-0.199624;0.277457;0.33526;0.228117;0.0477454;0.713528;0.225464;-0.140584;-0.206897;-0.230769;0.267905;0.244032;-0.246684;0.129973;0.198939;-0.320955;0.078534;-0.256545;-0.0994764;0.227749;0.358639;0.149215;-0.222513;0.0628272;0.00785341;-0.0104712;0.408377;-0.578534;-0.374346;-0.15445;-0.0732984;0.0628272;0.13089;0.269634;0.10733;-0.596859;0.895288;0.162304;0.240838;0.384817;0.227749;-1;0;0;+1;0

